,Region,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0,Maize_Spring_USA_Nebraska,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,10.22988,11.23404,10.41816,10.0416,8.91192,10.60644,11.23404
1,Maize_Spring_USA_Iowa,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,10.73196,11.35956,10.3554,10.79472,8.59812,10.292639999999999,11.17128
2,Maize_Spring_USA_Illinois,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,11.23404,10.92024,9.85332,9.85332,6.5898,11.17128,12.552
3,Maize_Spring_USA_Indiana,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,10.0416,10.73196,9.85332,9.16296,6.21324,11.10852,11.79888
4,Maize_Spring_USA_Minnesota,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,10.167119999999999,10.92024,11.10852,9.7278,10.3554,9.97884,9.790560000000001
5,Maize_Spring_USA_Ohio,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,8.22156,10.73196,10.0416,9.60228,7.5312,10.92024,11.045760000000001
6,Maize_Spring_China_Jilin,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,7.12742,6.12065,6.577539999999999,7.46277,7.85173,7.9327,
7,Maize_Spring_China_Liaoning,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,6.3080300000000005,4.903519999999999,5.4968900000000005,6.3726199999999995,6.4509099999999995,6.9612,
8,Maize_Spring_China_Heilongjiang,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,5.06965,4.78836,5.32097,5.83289,5.56379,5.9044,
9,Maize_Summer_China_Hebei,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,5.07615,4.96606,5.01471,5.40105,5.40975,5.481,
10,Maize_Summer_China_Shanxi,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,4.95303,4.508380000000001,4.94535,5.1897400000000005,5.41574,5.7212,
11,Maize_Summer_China_Shandong,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,6.5667100000000005,6.5865,6.53768,6.604660000000001,6.60858,6.4271,
12,Maize_Summer_China_Henan,-0.13179600000000047,-0.14434799999999992,0.3514560000000002,-0.10669200000000023,-0.6464279999999998,0.18827999999999978,0.6024960000000004,-0.2761440000000004,-0.35145599999999977,0.8409840000000006,-0.6652560000000003,-0.35145600000000066,1.142232,0.40166400000000024,-1.1045759999999998,-0.10041600000000006,-0.3389040000000003,-0.02510400000000068,0.853536000000001,0.6024959999999995,-1.4183760000000003,0.6652559999999994,0.33890399999999854,-1.016712000000001,0.012551999999999452,0.5020799999999985,0.1631759999999982,0.28869599999999895,-0.15062400000000054,-0.3263519999999991,0.06275999999999993,0.2510399999999997,0.5271840000000001,-1.2049920000000007,0.7907759999999993,-0.9288480000000003,0.5648400000000002,-0.12551999999999985,0.5020799999999976,0.07531200000000027,-0.690360000000001,0.615047999999998,-0.9162960000000009,-0.1380719999999993,1.0543680000000002,-0.10041600000000095,-0.401664000000002,0.17572799999999944,5.72695,5.6434,5.54919,5.60826,5.6379,5.6082,
